base_seed,gate_seed,method,fraction_k2,captured_delta_per_decision,mean_selected_delta
603,22,margin,0.02,0.001297594519952933,0.06487972599764665
603,22,margin,0.03,0.0018699558327595392,0.062331861091984644
603,22,margin,0.04,0.0023600169519583385,0.05900042379895846
603,22,margin,0.05,0.002858578550318877,0.057171571006377535
603,22,margin,0.06,0.003269570805132389,0.05449284675220648
603,22,margin,0.07,0.0038572294389208157,0.055103277698868795
603,22,margin,0.08,0.0042777995641032854,0.05347249455129107
603,22,margin,0.09,0.004565951824188233,0.05073279804653592
603,22,margin,0.1,0.00482779232164224,0.0482779232164224
603,22,margin,0.11,0.0049673291916648545,0.045157538106044136
603,22,margin,0.12,0.005318418679138025,0.04432015565948354
603,22,margin,0.13,0.00556191115329663,0.04278393194843561
603,22,margin,0.14,0.005783191621303558,0.04130467000056852
603,22,margin,0.15,0.006040643664697806,0.04026746232521409
603,22,margin,0.16,0.006189404105146726,0.03868377565716704
603,22,margin,0.17,0.006386232785880566,0.03756319812787221
603,22,margin,0.18,0.00658371647198995,0.03657355696555719
603,22,margin,0.19,0.006869460381567478,0.036155054639828835
603,22,margin,0.2,0.007025388230880101,0.03512694115440051
603,22,margin,0.21,0.007291963845491409,0.03472148448966087
603,22,margin,0.22,0.0074468688170115154,0.033849403713688705
603,22,margin,0.23,0.00756273082147042,0.032881438354219215
603,22,margin,0.24,0.0076734459400177,0.03197269141674042
603,22,margin,0.25,0.007880845467249552,0.03152338186899821
603,22,margin,0.26,0.008044539925952752,0.030940538176741354
603,22,margin,0.27,0.008238554932177067,0.030513166415470618
603,22,margin,0.28,0.008328534613053004,0.029743383319342977
603,22,margin,0.29,0.008352382158239682,0.028800024682476884
603,22,margin,0.3,0.008403760716319084,0.028012535721063613
603,22,margin,0.31,0.008591776974499225,0.027715409595158794
603,33,MLP,0.01,0.0012784345944722494,0.12784345944722494
603,33,MLP,0.02,0.0019944867491722106,0.09972433745861053
603,33,MLP,0.03,0.0027034523089726767,0.09011507696575588
603,33,MLP,0.04,0.0032654278973738354,0.08163569743434589
603,33,MLP,0.05,0.0037758531173070274,0.07551706234614054
603,33,MLP,0.06,0.0042194785674413045,0.07032464279068841
603,33,MLP,0.07,0.004696747784813245,0.0670963969259035
603,33,MLP,0.08,0.00503527507185936,0.062940938398242
603,33,MLP,0.09,0.005323551893234253,0.0591505765914917
603,33,MLP,0.1,0.005631018926699956,0.056310189266999565
603,33,MLP,0.11,0.005857540567715962,0.053250368797417846
603,33,MLP,0.12,0.006195269785821438,0.051627248215178646
603,33,MLP,0.13,0.006469634970029195,0.04976642284637842
603,33,MLP,0.14,0.00661185363928477,0.04722313396234263
603,33,MLP,0.15,0.006809646959106128,0.04539370596817555
603,33,MLP,0.16,0.007130556566019853,0.04456597853762408
603,33,MLP,0.17,0.007410107366740704,0.04358552851081305
603,33,MLP,0.18,0.007614926459888617,0.042302086952581974
603,33,MLP,0.19,0.007592497157553832,0.039960511355546485
603,33,MLP,0.2,0.007711027910312016,0.038555139551560084
603,33,MLP,0.21,0.007791513291498025,0.03710014388908477
603,33,MLP,0.22,0.00798993104447921,0.036317868383996414
603,33,MLP,0.23,0.00823735429594914,0.035814583895431046
603,33,MLP,0.24,0.008372724105914433,0.03488635044131014
603,33,MLP,0.25,0.008482047667105993,0.03392819066842397
603,33,MLP,0.26,0.008588448278605937,0.03303249337925361
603,33,MLP,0.27,0.008708353055020173,0.03225315946303768
603,33,MLP,0.28,0.008948817898829778,0.031958577755411624
603,33,MLP,0.29,0.00909455186376969,0.031359115661900604
603,33,MLP,0.3,0.00920264861236016,0.030675495374533866
603,33,MLP,0.31,0.009257182491322359,0.029861879004265672
603,33,margin,0.01,0.0006559856981039048,0.06559856981039047
603,33,margin,0.02,0.001297594519952933,0.06487972599764665
603,33,margin,0.03,0.0018699558327595392,0.062331861091984644
603,33,margin,0.04,0.0023600169519583385,0.05900042379895846
603,33,margin,0.05,0.002858578550318877,0.057171571006377535
603,33,margin,0.06,0.003269570805132389,0.05449284675220648
603,33,margin,0.07,0.0038572294389208157,0.055103277698868795
603,33,margin,0.08,0.0042777995641032854,0.05347249455129107
603,33,margin,0.09,0.004565951824188233,0.05073279804653592
603,33,margin,0.1,0.00482779232164224,0.0482779232164224
603,33,margin,0.11,0.0049673291916648545,0.045157538106044136
603,33,margin,0.12,0.005318418679138025,0.04432015565948354
603,33,margin,0.13,0.00556191115329663,0.04278393194843561
603,33,margin,0.14,0.005783191621303558,0.04130467000056852
603,33,margin,0.15,0.006040643664697806,0.04026746232521409
603,33,margin,0.16,0.006189404105146726,0.03868377565716704
603,33,margin,0.17,0.006386232785880566,0.03756319812787221
603,33,margin,0.18,0.00658371647198995,0.03657355696555719
603,33,margin,0.19,0.006869460381567478,0.036155054639828835
603,33,margin,0.2,0.007025388230880101,0.03512694115440051
603,33,margin,0.21,0.007291963845491409,0.03472148448966087
603,33,margin,0.22,0.0074468688170115154,0.033849403713688705
603,33,margin,0.23,0.00756273082147042,0.032881438354219215
603,33,margin,0.24,0.0076734459400177,0.03197269141674042
603,33,margin,0.25,0.007880845467249552,0.03152338186899821
603,33,margin,0.26,0.008044539925952752,0.030940538176741354
603,33,margin,0.27,0.008238554932177067,0.030513166415470618
603,33,margin,0.28,0.008328534613053004,0.029743383319342977
603,33,margin,0.29,0.008352382158239682,0.028800024682476884
603,33,margin,0.3,0.008403760716319084,0.028012535721063613
603,33,margin,0.31,0.008591776974499225,0.027715409595158794
