base_seed,decisions,delta_mean,delta_median,delta_p10,delta_p90,delta_p95,delta_positive_fraction,router_entropy_mean,router_entropy_median
601,76800,0.011025600632031759,0.000732421875,-0.107421875,0.134765625,0.22265625,0.5270703125,1.473048445265352,1.5221660733222961
602,76800,0.011094663590192795,0.0005173683166503906,-0.109375,0.1376953125,0.236328125,0.5246484375,1.461320798859621,1.4952468872070312
603,76800,0.011756494405368963,0.000732421875,-0.111328125,0.1435546875,0.2421875,0.5252994791666666,1.4991230212526474,1.5528079867362976
