base_seed,gate_seed,budget,layer,decisions,proxy_mlp_minus_margin,mlp_fraction_k2,margin_fraction_k2,mlp_recall_top5,margin_recall_top5,mlp_recall_top10,margin_recall_top10,recall_top10_difference,mlp_mean_selected_delta,margin_mean_selected_delta,layer_delta_mean,layer_delta_p90,layer_entropy_mean
602,33,1.3,3,25600,0.001112338788807392,0.269140625,0.24453125,0.6046875,0.74609375,0.526953125,0.61484375,-0.087890625,0.04727205946414322,0.05657833269990671,0.01681583806872368,0.14697265625,1.3466752936097328
602,33,1.3,5,25600,0.0023624399304389954,0.2832421875,0.433828125,0.51015625,0.88125,0.4515625,0.777734375,-0.326171875,0.012353958647557907,0.01351134669302005,0.005615872964262962,0.1328125,1.5596182162174954
603,11,1.1,1,25600,-0.0019911996275186537,0.1017578125,0.069296875,0.3359375,0.24375,0.266015625,0.1890625,0.07695312499999998,0.058616354460908446,0.05733984943979085,0.012989947274327278,0.150390625,1.505511793870246
603,11,1.1,3,25600,-0.001394583247601986,0.106328125,0.0817578125,0.3640625,0.3453125,0.303515625,0.25703125,0.04648437500000002,0.07614793574258215,0.08197484469789668,0.01514998685568571,0.15625,1.4164097726013278
603,11,1.1,5,25600,0.0006467261910438537,0.0872265625,0.1464453125,0.2765625,0.41015625,0.223828125,0.339453125,-0.11562500000000003,0.03476183968598246,0.025121199922518402,0.007129549086093903,0.125,1.5754474972863681
603,11,1.2,1,25600,-0.0023704912140965462,0.1948046875,0.152265625,0.47890625,0.425,0.402734375,0.333984375,0.06874999999999998,0.0429856007960174,0.03942653055127429,0.012989947274327278,0.150390625,1.505511793870246
603,11,1.2,3,25600,-0.0011429217085242272,0.21390625,0.1623828125,0.50703125,0.5515625,0.4453125,0.44140625,0.00390625,0.04856120538676717,0.05693104762081232,0.01514998685568571,0.15625,1.4164097726013278
603,11,1.2,5,25600,0.0009709199890494347,0.18609375,0.2853515625,0.4453125,0.659375,0.38515625,0.578515625,-0.193359375,0.026101444870558835,0.020424754973717704,0.007129549086093903,0.125,1.5754474972863681
603,11,1.3,1,25600,-0.0020705606043338776,0.2862890625,0.2423828125,0.57421875,0.571875,0.49375,0.46484375,0.028906250000000022,0.03409115206676415,0.031724045451469327,0.012989947274327278,0.150390625,1.505511793870246
603,11,1.3,3,25600,-0.0007557116821408272,0.321484375,0.243671875,0.60078125,0.70390625,0.537890625,0.58828125,-0.05039062500000002,0.03737133971685917,0.04620389657052674,0.01514998685568571,0.15625,1.4164097726013278
